"Unsafe/Protected","Name","DNS Name","Distinguished Name","Member of","IP Addresses","MAC Addresses","Policy","OS Version","Zones","State","Offline Date","Agent Version","Added","Files Analyzed","Script Control","Unsafe","Quarantined","Waived","Abnormal","Exploit Attempts","Last Reported Users","Background Detection"
"Protected","HNQASPORTAL_WEB","HNQASPORTAL_WEB.ADBancat.hn","","","150.150.52.19","00-50-56-B0-60-07","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","3/1/2019 9:44:48 PM","28058","0","0","0","0","0","0","HNQASPORTAL_WEB\ADMINISTRATOR","Not Running"
"Protected","VSRV-DES-GRUP1","VSRV-DES-GRUP1","","","192.168.145.168","00-50-56-B0-BD-7D","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","BASA HN SERVERS QAS","Online","","2.0.1530","3/5/2019 5:30:08 PM","41756","0","0","1","0","0","0","VSRV-DES-GRUP1\INFADMIN","Not Running"
"Protected","QC-LOADRUNNER","QC-LOADRUNNER","","","150.150.70.132","00-50-56-B0-DE-53","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS SAP","Online","","2.0.1530","10/29/2018 9:37:39 PM","53338","0","0","1","0","0","2","QC-LOADRUNNER\RESCALANTE,QC-LOADRUNNER\INFADMIN","Not Running"
"Protected","DATACOLLECTOR","DataCollector","","","192.168.145.102","00-50-56-A8-E4-50","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","3/21/2019 2:50:42 AM","51924","0","0","0","0","0","0","DATACOLLECTOR\INFADMIN","Not Running"
"Protected","DES-APP-LEGAL","DES-APP-LEGAL","","","150.150.6.57","00-50-56-B0-04-52","5-AQT MPT SCB + Optics","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS DEV","Online","","2.0.1530","11/16/2018 5:00:40 PM","37562","0","0","0","0","0","4","DES-APP-LEGAL\INFADMIN","Not Running"
"Protected","VRSV-SQL","VRSV-SQL","","","10.128.0.68","00-50-56-B0-43-61","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS PRD","Offline","2/11/2019 8:44:08 PM","2.0.1494","11/26/2018 10:28:16 PM","32658","0","0","0","0","0","0","VRSV-SQL\INFADMIN","Not Running"
"Protected","OCBPRDRBAPP2","OCBPRDRBAPP2","","","10.128.10.13","00-50-56-B0-FD-51","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","3/15/2019 1:08:37 AM","26786","0","0","0","0","0","0","OCBPRDRBAPP2\OCBADM","Not Running"
"Protected","MWDB01V2PRD","MWDB01v2PRD","","","150.150.60.244","00-50-56-B0-2A-4B","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","3/17/2019 3:19:51 AM","27971","0","0","0","0","0","0","MWDB01V2PRD\INFADMIN,MWDB01V2PRD\MWADM,MWDB01V2PRD\BASIS","Not Running"
"Protected","SAPBOPRD","SAPBOPRD","","","150.150.70.127","18-66-DA-ED-AA-1C","5-AQT MPT SCB","SUSE Linux Enterprise Server for SAP Applications 12 SP2","BASA HN SERVERS SAP","Offline","7/2/2019 3:13:54 PM","2.0.1530","3/27/2019 11:38:38 PM","139042","0","0","2","0","0","0","(UNKNOWN)","Not Running"
"Protected","SSO-HTTP","SSO-HTTP","","","10.128.0.16","00-50-56-9A-13-00","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Enterprise, Service Pack 1","BASA HN SERVERS PRD","Online","","2.0.1494","10/24/2018 6:26:33 AM","34401","0","0","0","0","0","0","SSO-HTTP\INFADMIN","Not Running"
"Protected","SVR-ISSUER","svr-issuer","","","150.150.60.212","00-50-56-9A-37-C9","5-AQT MPT SCB","Microsoft(R) Windows(R) Server 2003, Standard Edition, Service Pack 2","BASA HN SERVERS PRD","Online","","2.0.1530","6/19/2019 10:28:38 AM","13592","0","0","1","0","0","0","SVR-ISSUER\OPERADOR","Not Running"
"Protected","DOCUWARESPS","DocuwareSPS.ADBancat.hn","CN=DOCUWARESPS, OU=Produccion, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","10.128.0.58","00-50-56-A8-B8-E3","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","6/10/2019 4:38:42 PM","31952","2","0","0","0","0","0","DOCUWARESPS\INFADMIN,ADBANCAT\DARIVERA","Not Running"
"Protected","OCBPROXYQAS","","","","","","5-AQT MPT SCB","","Agent Update 1530, BASA HN SERVERS QAS","Offline","","","3/29/2019 6:39:47 PM","0","0","0","0","0","0","0","","Not Running"
"Protected","ECMDBLAZON","ecmdblazon","","","150.150.70.59","00-50-56-B0-C6-8E","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS SAP","Online","","2.0.1530","3/4/2019 5:21:19 PM","34405","0","0","0","0","0","0","ECMDBLAZON\INFADMIN","Not Running"
"Protected","QFLOW-WEB02","Qflow-web02.ADBancat.hn","CN=QFLOW-WEB02, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","","10.128.0.54","00-50-56-B0-E4-11","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","11/26/2018 10:23:53 PM","30094","2","0","1","0","0","3","QFLOW-WEB02\INFADMIN","Not Running"
"Protected","Incidentes","Incidentes","","","10.128.0.158, 172.17.0.1","00-50-56-A8-6A-79,02-42-30-D5-2B-89","5-AQT MPT SCB","Red Hat Enterprise Linux Server release 7.5 (Maipo)","BASA HN SERVERS PRD","Online","","2.0.1530","3/26/2019 4:47:10 PM","31731","0","0","1","0","0","1720595","ROOT","Not Running"
"Protected","SRV-ECMPBLAZON","SRV-ECMPBLAZON","","","150.150.70.79","00-50-56-B0-DB-4B","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS SAP","Offline","2/27/2019 11:53:44 PM","2.0.1494","10/27/2018 10:47:50 AM","29236","0","0","0","0","0","0","SRV-ECMPBLAZON\INFADMIN","Not Running"
"Protected","VSRVWSIISPCI","VSRVWSIISPCI","","","150.150.60.68","00-50-56-9A-3C-9E","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","BASA HN SERVERS PRD","Online","","2.0.1530","11/26/2018 10:58:58 PM","33882","0","0","1","0","0","0","VSRVWSIISPCI\INFADMIN","Not Running"
"Protected","SILOCO-PRD","siloco-prd.ADBancat.hn","CN=SILOCO-PRD, OU=Produccion, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","10.128.0.70","00-50-56-B0-96-E9","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","3/14/2019 2:52:39 AM","41202","3","0","1","0","0","0","SILOCO-PRD\INFADMIN","Not Running"
"Protected","saph2cockpit","saph2cockpit","","","150.150.70.101","00-50-56-B0-F7-76","5-AQT MPT SCB","SUSE Linux Enterprise Server 12 SP3","BASA HN SERVERS SAP","Online","","2.0.1530","3/18/2019 3:29:19 AM","129182","0","0","0","0","0","0","ROOT","Not Running"
"Protected","SVR-ABATTBDDES","SVR-ABATTBDDES.ADBancat.hn","CN=SVR-ABATTBDDES, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","150.150.6.126","00-50-56-B0-56-83","5-AQT MPT SCB + Optics","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS DEV","Online","","2.0.1530","11/26/2018 11:00:07 PM","44127","3","0","1","0","0","44","ADBANCAT\USER_DB_REPLI,SVR-ABATTBDDES\ADMINISTRATOR,SVR-ABATTBDDES\INFADMIN","Not Running"
"Protected","SAPDEVPCM","SAPDEVPCM","","","150.150.60.64","00-50-56-B0-65-89","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","BASA HN SERVERS PRD","Offline","6/20/2019 6:33:52 AM","2.0.1494","11/26/2018 10:31:19 PM","36974","0","0","1","0","0","0","SAPDEVPCM\INFADMIN","Not Running"
"Protected","SKMS","SKMS","","","10.128.0.46","00-50-56-B0-76-FC","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","11/26/2018 10:25:33 PM","26204","0","0","0","0","0","1","SKMS\INFADMIN","Not Running"
"Protected","jtellerdb-qa","jtellerdb-qa","","","150.150.60.225","00-50-56-A8-FA-3A","5-AQT MPT SCB","Red Hat Enterprise Linux Server release 7.1 (Maipo)","BASA HN SERVERS PRD","Online","","2.0.1530","5/8/2019 5:52:34 PM","10131","0","0","0","0","0","10","","Not Running"
"Protected","GRADA","GRADA.ADBancat.hn","CN=GRADA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","","192.168.142.67","00-50-56-B0-9D-A0","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","11/26/2018 10:27:20 PM","26619","3","0","0","0","0","1","GRADA\INFADMIN","Not Running"
"Protected","jtar3-02","jtar3-02","","","150.150.60.230","00-0C-29-47-17-EE","5-AQT MPT SCB","Red Hat Enterprise Linux Server release 7.5 (Maipo)","BASA HN SERVERS PRD","Online","","2.0.1530","3/21/2019 10:58:11 PM","9430","0","0","0","0","0","55","ROOT","Not Running"
"Protected","XCH-B","XCH-B.ADBancat.hn","CN=XCH-B, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers, Exchange Servers, Exchange Trusted Subsystem, Managed Availability Servers, Exchange Install Domain Servers","150.150.52.42, 169.254.185.25","00-50-56-A8-06-7F,00-50-56-A8-C2-01","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","3/16/2019 2:57:15 AM","56075","0","0","0","0","0","0","XCH-B\INFADMIN","Not Running"
"Protected","ADTGUS01","ADTGUS01.ADBancat.hn","CN=ADTGUS01, OU=Domain Controllers, DC=ADBancat, DC=hn","Domain Controllers, Pre-Windows 2000 Compatible Access, Distributed COM Users, Cert Publishers, Agencias_sucursaCS","150.150.60.209","C8-1F-66-C6-DE-B1","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","11/26/2018 9:39:05 PM","42273","2","0","0","0","0","1","ADBANCAT\CFARACH,ADBANCAT\MGARCIA,ADBANCAT\EMONTOYA.ADMIN","Not Running"
"Protected","HNDESPOMCBAPP","HNDESPOMCBAPP.ADBancat.hn","CN=HNDESPOMCBAPP, OU=Desarrollo, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","150.150.70.119","00-50-56-B0-51-5D","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","BASA HN SERVERS SAP","Online","","2.0.1530","6/3/2019 10:37:55 PM","54881","2","0","0","0","0","0","HNDESPOMCBAPP\CDHADM,ADBANCAT\GLOPEZM,HNDESPOMCBAPP\INFADMIN,HNDESPOMCBAPP\SAPINSTALL","Not Running"
"Protected","beanarioconvenios.localdomain","beanarioconvenios.localdomain","","","192.168.109.93","00-50-56-A8-71-39","5-AQT MPT SCB","Red Hat Enterprise Linux Server release 7.6 (Maipo)","BASA HN SERVERS PRD","Online","","2.0.1530","3/29/2019 6:39:11 PM","9148","0","0","0","0","0","203","ROOT","Not Running"
"Protected","sapreplication","sapreplication","","","150.150.70.136","00-50-56-B0-15-2F","5-AQT MPT SCB","SUSE Linux Enterprise Server for SAP Applications 12 SP2","BASA HN SERVERS SAP","Online","","2.0.1530","3/29/2019 9:46:20 PM","11261","0","0","0","0","0","0","","Not Running"
"Protected","jta-preprd","jta-preprd","","","10.128.2.115","00-50-56-A8-92-2B","5-AQT MPT SCB","Red Hat Enterprise Linux Server release 7.4 (Maipo)","BASA HN SERVERS PRD, BASA HN SERVERS QAS","Online","","2.0.1530","3/25/2019 8:43:46 PM","10328","0","0","0","0","0","56","","Not Running"
"Protected","BEDESOCBSP05_AP","BEDESOCBSP05_APP.ADBancat.hn","","","150.150.6.182","00-50-56-B0-B9-7C","5-AQT MPT SCB + Optics","Microsoft Windows Server 2016 Standard","BASA HN SERVERS DEV","Online","","2.0.1530","6/7/2019 4:40:39 PM","55932","0","0","0","0","0","0","BEDESOCBSP05_AP\OCBSP05,BEDESOCBSP05_AP\INFADMIN","Not Running"
"Protected","VSRVEDPCOM","VSRVEDPCom","","","150.150.6.30","00-50-56-B0-23-DF","5-AQT MPT SCB + Optics","Microsoft® Windows Server® 2008 Enterprise, Service Pack 2","BASA HN SERVERS DEV","Offline","6/24/2019 3:45:49 PM","2.0.1530","11/26/2018 10:31:08 PM","33109","0","0","0","0","0","0","VSRVEDPCOM\INFADMIN","Not Running"
"Protected","DEVPOCOREESV","DEVPOCOREESV","","","10.128.13.10","00-50-56-B0-F2-39","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","BASA ES SERVERS","Online","","2.0.1530","3/1/2019 5:40:22 PM","34948","0","0","0","0","0","0","DEVPOCOREESV\PSDADM","Not Running"
"Protected","VSRV-REMWEBSER","VSRV-REMWEBSER.ADBancat.hn","CN=VSRV-REMWEBSER, OU=Produccion, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","150.150.60.253","00-50-56-9A-00-6E","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","BASA HN SERVERS PRD","Online","","2.0.1530","10/23/2018 5:21:19 AM","61708","2","0","1","0","0","0","VSRV-REMWEBSER\INFADMIN","Not Running"
"Protected","EDP","EDP","","","150.150.6.33","00-50-56-9A-1F-EA","Default","Microsoft® Windows Server® 2008 Enterprise, Service Pack 2","BASA HN SERVERS DEV","Online","","2.0.1530","7/12/2019 9:21:48 PM","32459","0","0","0","0","0","0","EDP\EDPADMIN","Not Running"
"Protected","VSRV-CERTIFICA","VSRV-CERTIFICA","","","10.128.254.11","00-50-56-9A-00-0E","5-AQT MPT SCB + Optics","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","BASA HN SERVERS QAS","Online","","2.0.1530","3/18/2019 5:15:21 PM","58594","0","0","1","0","0","0","VSRV-CERTIFICA\INFADMIN","Not Running"
"Protected","SC-BO-PRD","SC-BO-PRD","","","10.128.0.111","00-50-56-B0-B5-28","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","11/26/2018 10:24:13 PM","25997","0","0","0","0","0","0","SC-BO-PRD\INFADMIN","Not Running"
"Protected","HNQASCTRLMEM_AP","HNQASCTRLMEM_APP.ADBancat.hn","","","10.128.254.68","00-50-56-B0-CA-41","5-AQT MPT SCB + Optics","Microsoft Windows Server 2016 Standard","BASA HN SERVERS QAS","Online","","2.0.1530","6/14/2019 9:51:56 PM","49264","0","0","0","0","0","0","HNQASCTRLMEM_AP\INFADMIN","Not Running"
"Protected","OCBPRDWEB2","","","","","","5-AQT MPT SCB","","Agent Update 1530, BASA HN SERVERS PRD","Offline","","","3/29/2019 6:40:30 PM","0","0","0","0","0","0","0","","Not Running"
"Protected","IPS","IPS","","","150.150.61.14","00-50-56-9A-01-11","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","11/26/2018 10:27:08 PM","27129","0","0","0","1","0","0","IPS\ADMINISTRATOR","Not Running"
"Protected","OCBPRDRBAPP1","OCBPRDRBAPP1","","","10.128.254.43","00-50-56-B0-0C-07","5-AQT MPT SCB + Optics","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS QAS","Online","","2.0.1530","3/1/2019 8:25:38 PM","28284","0","0","0","0","0","0","OCBPRDRBAPP1\OCBADM","Not Running"
"Protected","MWMSG02PRD","MWmsg02prd","","","150.150.70.99","00-50-56-B0-7F-10","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS SAP","Online","","2.0.1530","3/17/2019 5:14:40 AM","25980","0","0","0","0","0","0","MWMSG02PRD\MWADM","Not Running"
"Protected","PROTOCOLOCONCIL","ProtocoloConciliacionesDARA","","","10.128.0.136","00-50-56-A8-14-50","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","11/26/2018 10:01:49 PM","53673","0","0","0","0","0","0","PROTOCOLOCONCIL\INFADMIN","Not Running"
"Protected","VSRV-CEMP-WEBS","VSRV-CEMP-WEBS","","","150.150.60.20","00-50-56-B0-A7-53","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","BASA HN SERVERS PRD","Online","","2.0.1494","11/26/2018 10:24:24 PM","39665","0","0","1","0","0","0","VSRV-CEMP-WEBS\OPERADOR,VSRV-CEMP-WEBS\INFADMIN","Not Running"
"Protected","SAPCRMQA","SAPCRMQA","","","150.150.70.69","00-50-56-B0-B7-E4","5-AQT MPT SCB","SUSE Linux Enterprise Server for SAP Applications 12 SP2","BASA HN SERVERS SAP","Online","","2.0.1530","3/19/2019 4:35:46 AM","152743","0","0","0","0","0","0","(UNKNOWN),ROOT","Not Running"
"Protected","VSRV-WEB-SER-PR","VSRV-WEB-SER-PR","","","150.150.60.133","00-50-56-9A-00-6D","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","Agent Update 1530, BASA HN SERVERS PRD","Offline","1/11/2019 12:16:21 AM","2.0.1494","10/23/2018 7:41:58 PM","38458","0","0","0","0","0","0","VSRV-WEB-SER-PR\INFADMIN","Not Running"
"Protected","SW-SAM-DB","SW-SAM-DB","","","10.128.0.33","00-50-56-A8-84-91","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","3/14/2019 1:38:25 AM","49869","0","0","0","0","0","0","SW-SAM-DB\INFADMIN","Not Running"
"Protected","susetsmjr","susetsmjr","","","150.150.70.249","00-50-56-B0-50-9C","5-AQT MPT SCB","SUSE Linux Enterprise Server for SAP Applications 12 SP1","BASA HN SERVERS SAP","Online","","2.0.1530","3/18/2019 1:22:04 AM","182092","0","0","0","0","0","0","ROOT","Not Running"
"Protected","HNDESMATESTTEST","HNDESMATESTTEST.ADBancat.hn","CN=HNDESMATESTTEST, OU=Desarrollo, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","150.150.6.208","00-50-56-B0-86-6B","5-AQT MPT SCB + Optics","Microsoft Windows Server 2016 Standard","BASA HN SERVERS DEV","Online","","2.0.1530","6/6/2019 5:37:18 PM","52656","3","0","0","0","0","0","HNDESMATEST_TES\CONSULTOR,HNDESMATEST_TES\INFADMIN","Not Running"
"Protected","COTIZADORMOVILD","CotizadorMovilDesarrollo","","","192.168.109.39","00-50-56-B0-74-C4","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","3/5/2019 4:18:08 PM","30470","0","0","1","0","0","119","COTIZADORMOVILD\INFADMIN","Not Running"
"Protected","SRVDES-AOLCER","SRVDES-AOLCER","","","150.150.6.94","00-50-56-B0-A4-5E","5-AQT MPT SCB + Optics","Microsoft(R) Windows(R) Server 2003, Enterprise Edition, Service Pack 2","BASA HN SERVERS DEV","Online","","2.0.1530","5/20/2019 12:57:01 AM","36310","0","0","1","0","0","0","SRVDES-AOLCER\OPERADOR","Not Running"
"Protected","PD12PRD","PD12PRD","","","10.128.2.52","00-50-56-B0-DD-18","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS QAS","Online","","2.0.1530","11/26/2018 9:47:07 PM","30748","0","0","1","0","0","7","PD12PRD\CERAZO","Not Running"
"Protected","HNSBXOCBDB","HNSBXOCBDB.ADBancat.hn","CN=HNSBXOCBDB, OU=Produccion, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","150.150.6.18","00-50-56-B0-55-36","5-AQT MPT SCB + Optics","Microsoft Windows Server 2016 Standard","BASA HN SERVERS DEV","Online","","2.0.1530","6/5/2019 7:50:23 AM","44925","2","0","0","0","0","0","HNSBXOCBDB\OCBSP05,HNSBXOCBDB\INFADMIN","Not Running"
"Protected","asecockpittst","asecockpittst","","","150.150.70.167","00-50-56-B0-79-B7","5-AQT MPT SCB","SUSE Linux Enterprise Server for SAP Applications 12 SP2","BASA HN SERVERS SAP","Online","","2.0.1530","4/4/2019 6:55:27 PM","113598","0","0","0","0","0","0","ROOT,(UNKNOWN)","Not Running"
"Protected","APPINT-PCI","APPINT-PCI","","","10.128.2.69","00-50-56-A8-1F-92","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS QAS","Online","","2.0.1530","3/15/2019 1:21:47 AM","28908","0","0","1","0","0","0","APPINT-PCI\INFADMIN","Not Running"
"Protected","fiorilxesvqa","fiorilxesvqa","","","10.128.13.141","00-50-56-B0-07-33","5-AQT MPT SCB","SUSE Linux Enterprise Server for SAP Applications 12 SP2","BASA ES SERVERS","Offline","3/19/2019 12:36:36 AM","2.0.1530","3/18/2019 4:14:46 AM","103502","0","0","0","0","0","0","(UNKNOWN),ROOT","Not Running"
"Protected","SKMS","SKMS","","","10.128.0.114","00-50-56-A8-BA-78","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","6/10/2019 4:10:22 PM","36357","0","0","0","0","0","0","SKMS\INFADMIN","Not Running"
"Protected","QC-ALM","QC-ALM","","","150.150.70.130","00-50-56-B0-11-09","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS SAP","Online","","2.0.1530","10/23/2018 7:46:38 PM","51758","0","0","0","0","0","1","QC-ALM\INFADMIN,QC-ALM\RESCALANTE","Not Running"
"Protected","VSRVAPPINTSD","VSRVAPPINTSD","","","150.150.6.11","00-50-56-B0-B7-66","5-AQT MPT SCB + Optics","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","BASA HN SERVERS DEV","Online","","2.0.1530","11/26/2018 10:30:24 PM","145666","0","0","3","0","0","0","VSRVAPPINTSD\INFADMIN","Not Running"
"Protected","IATGUVISA01","IATGUVISA01.ADBancat.hn","CN=IATGUVISA01, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","","150.150.60.145","00-50-56-9A-7A-33","5-AQT MPT SCB","Microsoft(R) Windows(R) Server 2003, Standard Edition, Service Pack 2","BASA HN SERVERS PRD","Online","","2.0.1530","6/19/2019 10:14:56 AM","18576","0","0","1","0","0","0","IATGUVISA01\INFADMIN","Not Running"
"Protected","ECMQCONTENTFECO","ECMQCONTENTFECO","","","150.150.70.156","00-50-56-B0-6C-5B","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS SAP","Online","","2.0.1530","11/26/2018 11:12:46 PM","33361","0","0","0","0","0","0","ECMQCONTENTFECO\INFADMIN","Not Running"
"Protected","HNPRDENVIOTCDB","HNPRDENVIOTCDB","","","10.128.0.74","00-50-56-A8-F5-91","Default","Microsoft Windows Server 2016 Standard","BASA HN SERVERS PRD","Offline","6/27/2019 9:18:57 PM","2.0.1530","6/27/2019 9:16:05 PM","46369","0","0","0","0","0","0","HNPRDENVIOTCDB\INFADMIN","Not Running"
"Protected","QFLOW-SMSQAS","Qflow-SMSQAS.ADBancat.hn","CN=QFLOW-SMSQAS, OU=QA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","10.128.254.81","00-50-56-B0-BB-13","5-AQT MPT SCB + Optics","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS QAS","Online","","2.0.1530","4/10/2019 7:55:23 PM","35617","4","0","0","0","0","0","QFLOW-SMSQAS\INFADMIN","Not Running"
"Protected","VSRV-ABATTAPPD","","","","","","5-AQT MPT SCB","","Agent Update 1530, BASA HN SERVERS QAS","Offline","","","3/29/2019 6:39:44 PM","0","0","0","0","0","0","0","","Not Running"
"Protected","sapcmlfisbx","sapcmlfisbx","","","150.150.70.147","00-50-56-B0-A6-D8","5-AQT MPT SCB","SUSE Linux Enterprise Server for SAP Applications 12 SP2","BASA HN SERVERS SAP","Online","","2.0.1530","3/18/2019 9:00:28 PM","36555","0","0","0","0","0","0","(UNKNOWN)","Not Running"
"Protected","DSQASBZ","dsqasbz","","","150.150.70.195","00-50-56-B0-E4-34","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","BASA HN SERVERS SAP","Online","","2.0.1530","3/4/2019 3:28:45 PM","39051","0","0","0","0","0","0","DSQASBZ\INFADMIN","Not Running"
"Protected","BEDESBE_APP","BEDESBE_APP.ADBancat.hn","","","150.150.6.127","00-50-56-B0-05-DD","Default","Microsoft Windows Server 2016 Standard","BASA HN SERVERS DEV","Offline","6/27/2019 4:54:53 PM","2.0.1530","6/26/2019 9:02:11 PM","53722","0","0","0","0","0","0","BEDESOCBSP05_AP\INFADMIN","Not Running"
"Protected","VSRVSAPDEVMDM","VSRVSAPDEVMDM","","","150.150.70.72","00-50-56-B0-3C-9B","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","BASA HN SERVERS SAP","Online","","2.0.1530","11/26/2018 10:32:46 PM","56493","0","0","0","0","0","0","VSRVSAPDEVMDM\MDDADM,VSRVSAPDEVMDM\INFADMIN","Not Running"
"Protected","OCBSP04APPSRV2C","OCBSP04AppSrv2CBQA","","","150.150.70.212","00-50-56-B0-38-CB","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","BASA HN SERVERS SAP","Online","","2.0.1530","2/21/2019 2:10:23 PM","26115","0","0","1","0","0","0","OCBSP04APPSRV2C\INFADMIN","Not Running"
"Protected","HNQASAOLPAG","HNQASAOLPAG.ADBancat.hn","CN=HNQASAOLPAG, OU=QA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","10.128.254.16","00-50-56-B0-66-8A","5-AQT MPT SCB + Optics","Microsoft(R) Windows(R) Server 2003, Enterprise Edition, Service Pack 2","BASA HN SERVERS QAS","Online","","2.0.1530","5/21/2019 5:48:05 PM","71115","0","0","1","0","0","0","HNQASAOLPAG\OPERADOR","Not Running"
"Protected","TEMPLATE","Template","","","10.128.0.74","00-50-56-A8-8B-9E","Default","Microsoft Windows Server 2016 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","7/12/2019 4:39:47 AM","66849","0","0","0","0","0","0","TEMPLATE\INFADMIN","Not Running"
"Protected","HNPRDSWSQL","HNPRDSWSQL.ADBancat.hn","CN=HNPRDSWSQL, OU=Produccion, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","10.128.0.147","00-50-56-A8-87-83","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","BASA HN SERVERS PRD","Online","","2.0.1530","4/22/2019 3:21:45 PM","70744","3","0","0","0","0","0","HNPRDSWSQL\INFADMIN","Not Running"
"Protected","Actclibeanario","Actclibeanario","","","150.150.6.162","00-50-56-B0-2D-BE","5-AQT MPT SCB + Optics","Red Hat Enterprise Linux Server release 7.5 (Maipo)","BASA HN SERVERS DEV","Online","","2.0.1530","3/29/2019 11:19:13 PM","12004","0","0","0","0","0","180","ROOT","Not Running"
