"Unsafe/Protected","Name","DNS Name","Distinguished Name","Member of","State","Policy","OS Version","Offline Date","Agent Version","Zones","Added","Files Analyzed","Script Control","Unsafe","Quarantined","Waived","Abnormal","Exploit Attempts","IP Addresses","MAC Addresses","Last Reported Users","Background Detection"
"Protected","EXCHANGESMTPNIC","ExchangeSMTPNIC","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","3/16/2019 3:14:56 AM","33203","0","0","0","0","0","0","150.150.52.44","00-50-56-A8-A3-4E","EXCHANGESMTPNIC\INFADMIN","Not Running"
"Protected","VSRV-APPINT","VSRV-APPINT","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","","2.0.1510","BASA HN SERVERS PRD","3/16/2019 3:30:56 AM","43113","0","0","1","0","0","0","150.150.60.105","00-50-56-9A-00-94","VSRV-APPINT\INFADMIN","Not Running"
"Protected","REPORTESATM","ReportesATM.ADBancat.hn","CN=REPORTESATM, OU=Produccion, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","3/16/2019 3:51:55 AM","53961","0","0","0","1","0","0","150.150.60.127","00-50-56-A8-0E-5D","REPORTESATM\INFADMIN","Not Running"
"Protected","VSRV-WEBSER3ER","VSRV-WEBSER3ER","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","","2.0.1530","BASA HN SERVERS PRD","3/16/2019 3:57:10 AM","42161","0","0","1","1","0","0","150.150.60.163","00-50-56-9A-00-4D","VSRV-WEBSER3ER\OPERADOR","Not Running"
"Protected","SW-ORION","sw-orion","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","","2.0.1530","BASA HN SERVERS PRD","3/16/2019 4:11:41 AM","127792","0","0","1","1","0","0","150.150.60.168","00-50-56-A8-01-47","SW-ORION\BPAZ","Not Running"
"Protected","VSRV-ABA-KIOSK","VSRV-ABA-KIOSK","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","","2.0.1510","BASA HN SERVERS PRD","3/16/2019 4:24:23 AM","33467","0","0","0","0","0","0","150.150.60.198","00-50-56-B0-3D-FD","VSRV-ABA-KIOSK\INFADMIN","Not Running"
"Protected","MONEYGRAMREMESA","MoneyGramRemesas.ADBancat.hn","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","3/17/2019 2:42:10 AM","34621","0","0","1","0","0","0","150.150.60.19","00-50-56-B0-B6-CB","MONEYGRAMREMESA\OPERADOR,MONEYGRAMREMESA\INFADMIN","Not Running"
"Protected","IATGUSRVSYSAID2","IATGUSRVSYSAID2","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","3/17/2019 3:01:05 AM","34613","0","0","1","3","0","0","150.150.60.21","00-50-56-B0-DC-A5","IATGUSRVSYSAID2\INFADMIN","Not Running"
"Protected","HNPRDBAAPP","HNPRDBAAPP","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","3/17/2019 3:06:42 AM","43443","0","0","1","0","0","0","150.150.60.220","00-50-56-A8-AE-5B","HNPRDBAAPP\INFADMIN","Not Running"
"Protected","MWDB01V2PRD","MWDB01v2PRD","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","3/17/2019 3:19:51 AM","27971","0","0","0","0","0","0","150.150.60.244","00-50-56-B0-2A-4B","MWDB01V2PRD\INFADMIN,MWDB01V2PRD\MWADM,MWDB01V2PRD\BASIS","Not Running"
"Protected","WIN-E1VVF2KNCBS","WIN-E1VVF2KNCBS","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","","2.0.1530","BASA HN SERVERS PRD","3/17/2019 3:24:15 AM","39705","0","0","0","0","0","0","150.150.60.28","00-50-56-B0-A9-50","WIN-E1VVF2KNCBS\INFADMIN","Not Running"
"Protected","WIN-24QNLT0IRH7","WIN-24QNLT0IRH7.ADBancat.hn","CN=WIN-24QNLT0IRH7, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Online","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","","2.0.1494","BASA HN SERVERS PRD","3/17/2019 4:34:02 AM","49548","0","0","1","0","0","0","150.150.60.149","00-50-56-A8-64-52","WIN-24QNLT0IRH7\INFADMIN","Not Running"
"Protected","VSRVBIOMADM","VSRVBIOMADM.ADBancat.hn","CN=VSRVBIOMADM, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Offline","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","6/19/2019 4:05:51 AM","2.0.1530","BASA HN SERVERS PRD","3/17/2019 4:43:59 AM","31724","0","0","1","0","0","0","150.150.60.87","00-50-56-B0-58-C4","VSRVBIOMADM\INFADMIN","Not Running"
"Protected","DISCLOSUREMANAG","DisclosureManagementAPP","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","","2.0.1530","BASA HN SERVERS SAP","3/17/2019 4:56:16 AM","58827","0","0","0","0","0","0","150.150.70.169","00-50-56-A8-37-B9","DISCLOSUREMANAG\SAP,DISCLOSUREMANAG\INFADMIN","Not Running"
"Protected","DISCLOSUREMANAG","DisclosureManagementDB","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","","2.0.1530","BASA HN SERVERS SAP","3/17/2019 5:00:06 AM","67520","0","0","0","0","0","0","150.150.70.170","00-50-56-A8-E7-E2","DISCLOSUREMANAG\INFADMIN","Not Running"
"Protected","MWAPP01V2PRD","MWapp01v2prd","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS SAP","3/17/2019 5:04:10 AM","27482","0","0","1","0","0","0","150.150.70.96","00-50-56-B0-21-2A","MWAPP01V2PRD\INFADMIN","Not Running"
"Protected","MWAPP02V2PRD","MWapp02v2prd","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS SAP","3/17/2019 5:07:24 AM","26494","0","0","0","0","0","0","150.150.70.97","00-50-56-B0-50-77","MWAPP02V2PRD\INFADMIN","Not Running"
"Protected","MWMSG01PRD","MWmsg01prd","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS SAP","3/17/2019 5:11:12 AM","26467","0","0","0","0","0","0","150.150.70.98","00-50-56-B0-D1-27","MWMSG01PRD\INFADMIN","Not Running"
"Protected","MWMSG02PRD","MWmsg02prd","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS SAP","3/17/2019 5:14:40 AM","25980","0","0","0","0","0","0","150.150.70.99","00-50-56-B0-7F-10","MWMSG02PRD\MWADM","Not Running"
"Protected","COMMSFTP","CommSFTP","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","3/17/2019 5:19:03 AM","25457","0","0","0","0","0","0","172.16.1.37","00-50-56-B0-B3-96","COMMSFTP\ADMINISTRATOR","Not Running"
"Protected","erpprcPjrtst","erpprcPjrtst","","","Online","5-AQT MPT SCB","SUSE Linux Enterprise Server for SAP Applications 12 SP2","","2.0.1530","BASA HN SERVERS SAP","3/18/2019 1:03:17 AM","139895","0","0","0","0","0","0","150.150.70.126","00-50-56-B0-76-0F","ROOT,(UNKNOWN)","Not Running"
"Protected","susetsmjr","susetsmjr","","","Online","5-AQT MPT SCB","SUSE Linux Enterprise Server for SAP Applications 12 SP1","","2.0.1530","BASA HN SERVERS SAP","3/18/2019 1:22:04 AM","182092","0","0","0","0","0","0","150.150.70.249","00-50-56-B0-50-9C","ROOT","Not Running"
"Protected","saph2cockpit","saph2cockpit","","","Online","5-AQT MPT SCB","SUSE Linux Enterprise Server 12 SP3","","2.0.1530","BASA HN SERVERS SAP","3/18/2019 3:29:19 AM","129182","0","0","0","0","0","0","150.150.70.101","00-50-56-B0-F7-76","ROOT","Not Running"
"Protected","srvportalqas","srvportalqas","","","Online","5-AQT MPT SCB","SUSE Linux Enterprise Server for SAP Applications 12 SP1","","2.0.1530","BASA HN SERVERS SAP","3/18/2019 3:48:30 AM","145192","0","0","0","0","0","0","150.150.70.102","00-50-56-B0-ED-8A","(UNKNOWN)","Not Running"
"Protected","fiorilxesvqa","fiorilxesvqa","","","Offline","5-AQT MPT SCB","SUSE Linux Enterprise Server for SAP Applications 12 SP2","3/19/2019 12:36:36 AM","2.0.1530","BASA ES SERVERS","3/18/2019 4:14:46 AM","103502","0","0","0","0","0","0","10.128.13.141","00-50-56-B0-07-33","(UNKNOWN),ROOT","Not Running"
"Protected","saperpqa2nic","saperpqa2nic","","","Online","5-AQT MPT SCB","SUSE Linux Enterprise Server for SAP Applications 12 SP2","","2.0.1530","BASA HN SERVERS SAP","3/18/2019 3:51:15 PM","109455","0","0","0","0","0","0","150.150.70.105","00-50-56-B0-79-9E","(UNKNOWN)","Not Running"
"Protected","SAPCRMIDESQA","SAPCRMIDESQA","","","Online","5-AQT MPT SCB","SUSE Linux Enterprise Server for SAP Applications 12 SP2","","2.0.1530","BASA HN SERVERS SAP","3/18/2019 4:09:28 PM","62490","0","0","0","0","0","0","150.150.70.83","00-50-56-B0-DC-5C","ROOT","Not Running"
"Protected","saperpqasnic","saperpqasnic","","","Online","5-AQT MPT SCB","SUSE Linux Enterprise Server for SAP Applications 12 SP2","","2.0.1530","BASA HN SERVERS SAP","3/18/2019 4:22:45 PM","54838","0","0","0","0","0","0","150.150.70.157","00-50-56-B0-F8-90","(UNKNOWN)","Not Running"
"Protected","HNPRDVEEMPROXY","HNPRDVEEMPROXY.ADBancat.hn","CN=HNPRDVEEMPROXY, OU=Produccion, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Online","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","","2.0.1530","BASA HN SERVERS PRD","6/17/2019 7:44:04 PM","49511","0","0","0","0","0","0","10.128.0.173","00-50-56-A8-E0-0B","HNPRDVEEMPROXY\INFADMIN","Not Running"
"Protected","HNMONVEEMPROXY","HNMONVEEMPROXY.ADBancat.hn","CN=HNMONVEEMPROXY, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Online","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","","2.0.1530","BASA HN SERVERS PRD","6/17/2019 7:45:42 PM","49140","0","0","0","0","0","0","10.128.0.174","00-50-56-B7-76-A3","HNMONVEEMPROXY\INFADMIN","Not Running"
"Protected","SRV-TRAN-KIOSK","SRV-TRAN-KIOSK","","","Online","5-AQT MPT SCB","Microsoft(R) Windows(R) Server 2003, Standard Edition, Service Pack 2","","2.0.1530","BASA HN SERVERS PRD","6/19/2019 5:17:50 AM","11746","0","0","1","0","0","0","150.150.60.97","00-50-56-B0-4B-77","SRV-TRAN-KIOSK\OPERADOR","Not Running"
"Protected","IATGUVISA01","IATGUVISA01.ADBancat.hn","CN=IATGUVISA01, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","","Online","5-AQT MPT SCB","Microsoft(R) Windows(R) Server 2003, Standard Edition, Service Pack 2","","2.0.1530","BASA HN SERVERS PRD","6/19/2019 10:14:56 AM","18576","0","0","1","0","0","0","150.150.60.145","00-50-56-9A-7A-33","IATGUVISA01\INFADMIN","Not Running"
"Protected","SVR-ISSUER","svr-issuer","","","Online","5-AQT MPT SCB","Microsoft(R) Windows(R) Server 2003, Standard Edition, Service Pack 2","","2.0.1530","BASA HN SERVERS PRD","6/19/2019 10:28:38 AM","13592","0","0","1","0","0","0","150.150.60.212","00-50-56-9A-37-C9","SVR-ISSUER\OPERADOR","Not Running"
"Protected","SRV-APPCINT","SRV-APPCINT","","","Online","5-AQT MPT SCB","Microsoft(R) Windows(R) Server 2003, Enterprise Edition, Service Pack 2","","2.0.1530","BASA HN SERVERS PRD","6/19/2019 11:00:46 AM","39208","0","0","1","0","0","0","150.150.60.150","00-50-56-B0-09-26","SRV-APPCINT\OPERADOR","Not Running"
"Protected","HNPRDDHCPSAP_AP","HNPRDDHCPSAP_APP.ADBancat.hn","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","","2.0.1530","BASA HN SERVERS PRD","6/14/2019 7:53:40 PM","46885","0","0","0","0","0","0","10.134.0.8","00-50-56-A8-1A-01","ADBANCAT\BPAZ","Not Running"
"Protected","IATGUSFIDU","iatgusfidu","","","Online","5-AQT MPT SCB","Microsoft(R) Windows(R) Server 2003, Standard Edition, Service Pack 2","","2.0.1530","BASA HN SERVERS PRD","6/13/2019 5:07:22 AM","12957","0","0","0","0","0","0","150.150.60.188","00-50-56-B0-EF-F4","IATGUSFIDU\OPERADOR","Not Running"
"Protected","SISTEMANOTIFICA","SistemaNotificaciones_PRD.ADBancat.hn","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","6/7/2019 4:50:14 PM","31860","0","0","1","0","0","0","150.150.60.208","00-50-56-B0-B9-F7","ADBANCAT\USRFENIX,SISTEMANOTIFICA\OPERADOR,SISTEMANOTIFICA\INFADMIN","Not Running"
"Protected","SKMS","SKMS","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","","2.0.1530","BASA HN SERVERS PRD","6/10/2019 4:10:22 PM","36320","0","0","0","0","0","0","10.128.0.114","00-50-56-A8-BA-78","SKMS\INFADMIN","Not Running"
"Protected","HNPRDASSESSMENT","HNPRDASSESSMENT_APP.ADBancat.hn","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","","2.0.1530","BASA HN SERVERS PRD","6/10/2019 4:27:36 PM","42550","0","0","0","0","0","0","10.128.0.152","00-50-56-A8-6A-5E","ADBANCAT\JCOELLO,HNPRDASSESSMENT\INFADMIN","Not Running"
"Protected","DOCUWARESPS","DocuwareSPS.ADBancat.hn","CN=DOCUWARESPS, OU=Produccion, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Online","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","","2.0.1530","BASA HN SERVERS PRD","6/10/2019 4:38:42 PM","31351","0","0","0","0","0","0","10.128.0.58","00-50-56-A8-B8-E3","DOCUWARESPS\INFADMIN,ADBANCAT\DARIVERA","Not Running"
"Protected","HNPRDREMESAS_AP","HNPRDREMESAS_APP.ADBancat.hn","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","","2.0.1530","BASA HN SERVERS PRD","6/5/2019 5:33:10 PM","46491","0","0","0","0","0","0","10.128.0.172","00-50-56-B0-1D-BF","ADBANCAT\MHERRERA,HNPRDREMESAS_AP\INFADMIN","Not Running"
"Protected","ACH-P","ACH-P","","","Online","5-AQT MPT SCB","Microsoft(R) Windows(R) Server 2003, Standard Edition, Service Pack 2","","2.0.1510","BASA HN SERVERS PRD","5/20/2019 3:25:58 AM","14542","0","0","7","0","0","0","150.150.60.197","00-50-56-B0-35-5A","ACH-P\OPERADOR","Not Running"
"Protected","REMESASFTP","remesasftp.atlantida.hn","","","Online","5-AQT MPT SCB","Microsoft(R) Windows(R) Server 2003, Standard Edition, Service Pack 2","","2.0.1530","BASA HN SERVERS PRD","5/28/2019 5:00:08 AM","19819","0","0","0","0","0","0","150.150.60.187","00-50-56-B0-80-CC","REMESASFTP\OPERADOR","Not Running"
"Protected","HNPRDPROCINFA","HNPRDPROCINFA.ADBancat.hn","CN=HNPRDPROCINFA, OU=Produccion, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Online","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","","2.0.1530","BASA HN SERVERS PRD","5/28/2019 10:08:04 PM","61622","0","0","0","0","0","0","150.150.60.135","00-50-56-A8-CE-E0","HNPRDPROCINFA\INFADMIN,ADBANCAT\ACAMADOR","Not Running"
"Protected","IATGUMCAFEE","iatgumcafee.ADBancat.hn","CN=IATGUMCAFEE, OU=Produccion, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","","Online","5-AQT MPT SCB","Microsoft(R) Windows(R) Server 2003, Standard Edition, Service Pack 2","","2.0.1530","BASA HN SERVERS PRD","5/29/2019 6:29:53 PM","15482","0","0","4","0","0","0","150.150.60.79","00-50-56-9A-00-44","IATGUMCAFEE\INFADMIN","Not Running"
"Protected","ITGUVCONTA","ITGUVCONTA.ADBancat.hn","CN=ITGUVCONTA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","","Online","5-AQT MPT SCB","Microsoft(R) Windows(R) Server 2003, Standard Edition, Service Pack 2","","2.0.1530","BASA HN SERVERS PRD","5/29/2019 7:04:15 PM","15419","0","0","0","0","0","0","150.150.60.13","00-50-56-9A-00-10","ITGUVCONTA\INFADMIN","Not Running"
"Protected","APPINT-PREPRD","APPINT-PREPRD","","","Online","5-AQT MPT SCB","Microsoft(R) Windows(R) Server 2003, Enterprise Edition, Service Pack 2","","2.0.1530","BASA HN SERVERS PRD","5/30/2019 8:47:12 AM","44374","0","0","1","9","0","0","10.128.10.20","00-50-56-A8-27-48","APPINT-PREPRD\OPERADOR","Not Running"
"Protected","HNDESPOMBAPP","HNDESPOMBAPP.ADBancat.hn","CN=HNDESPOMBAPP, OU=Desarrollo, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Online","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","","2.0.1530","BASA HN SERVERS SAP","6/3/2019 9:26:43 PM","56186","0","0","0","0","0","0","150.150.70.115","00-50-56-B0-5A-23","HNDESPOMBAPP\ODHADM,HNDESPOMBAPP\SAPINSTALL,ADBANCAT\GLOPEZM","Not Running"
"Protected","HNPRDABAWEB","HNPRDABAWEB.ADBancat.hn","CN=HNPRDABAWEB, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Offline","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","6/11/2019 6:04:32 PM","2.0.1530","BASA HN SERVERS PRD","6/3/2019 9:37:17 PM","56465","0","0","0","0","0","0","150.150.60.15","00-50-56-A8-A1-F6","HNPRDABAWEB\ADMINISTRATOR","Not Running"
"Protected","HNDESPOMCBAPP","HNDESPOMCBAPP.ADBancat.hn","CN=HNDESPOMCBAPP, OU=Desarrollo, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Online","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","","2.0.1530","BASA HN SERVERS SAP","6/3/2019 10:37:55 PM","52609","0","0","0","0","0","0","150.150.70.119","00-50-56-B0-51-5D","HNDESPOMCBAPP\CDHADM,ADBANCAT\GLOPEZM,HNDESPOMCBAPP\INFADMIN,HNDESPOMCBAPP\SAPINSTALL","Not Running"
"Protected","HNQASPOCRMAPP","HNQASPOCRMAPP.ADBancat.hn","CN=HNQASPOCRMAPP, OU=QA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Online","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","","2.0.1530","BASA HN SERVERS SAP","6/4/2019 4:31:33 PM","52092","0","0","0","0","0","0","150.150.70.80","00-50-56-B0-B5-3C","ADBANCAT\JGAGUILAR,HNQASPOCRMAPP\INFADMIN,ADBANCAT\JAROSALES,HNQASPOCRMAPP\OQHADM,ADBANCAT\GLOPEZM,HNQASPOCRMAPP\SAPINSTALL","Not Running"
"Protected","HNQASPOCRAPP2","HNQASPOCRAPP2.ADBancat.hn","CN=HNQASPOCRAPP2, OU=QA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Online","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","","2.0.1530","BASA HN SERVERS SAP","6/4/2019 4:42:53 PM","45270","0","0","0","0","0","0","150.150.70.81","00-50-56-B0-B6-EF","HNQASPOCRAPP2\CQHADM,HNQASPOCRAPP2\SAPINSTALL,ADBANCAT\GLOPEZM","Not Running"
"Protected","VSRV-PARISPROD","VSRV-PARISPROD.ADBancat.hn","CN=VSRV-PARISPROD, OU=Produccion, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Online","5-AQT MPT SCB","Microsoft(R) Windows(R) Server 2003, Enterprise Edition, Service Pack 2","","2.0.1530","BASA HN SERVERS PRD","5/22/2019 2:18:20 AM","11576","0","0","3","0","0","0","150.150.60.147","00-50-56-B0-BC-37","VSRV-PARISPROD\OPERADOR","Not Running"
"Protected","HNPRDCUMPLIAFPM","HNPRDCUMPLIAFPMON_APP.ADBancat.hn","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","","2.0.1530","BASA HN SERVERS PRD","5/24/2019 10:10:12 PM","58987","0","0","0","0","0","0","192.168.10.164","00-50-56-A8-9A-FF","HNPRDCUMPLIAFPM\INFADMIN","Not Running"
"Protected","VSRVQASBLZERP","VSRVQASBLZERP","","","Offline","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","6/4/2019 4:37:44 AM","2.0.1530","BASA HN SERVERS SAP","5/26/2019 3:31:43 AM","38600","0","0","1","0","0","0","150.150.70.51","00-50-56-B0-9D-77","VSRVQASBLZERP\QABADM","Not Running"
"Protected","HNPRDDOCUCENTRO","HNPRDDOCUCENTRO_APP.ADBancat.hn","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","5/16/2019 5:03:04 PM","26989","0","0","0","0","0","0","10.128.0.102","00-50-56-A8-7B-8E","ADBANCAT\DARIVERA","Not Running"
"Protected","jtellerdb-qa","jtellerdb-qa","","","Online","5-AQT MPT SCB","Red Hat Enterprise Linux Server release 7.1 (Maipo)","","2.0.1530","BASA HN SERVERS PRD","5/8/2019 5:52:34 PM","10131","0","0","0","0","0","10","150.150.60.225","00-50-56-A8-FA-3A","","Not Running"
"Protected","HNPRDSAMCOMPLIA","HNPRDSAMCOMPLIANCE_APP.ADBancat.hn","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","5/13/2019 8:12:55 PM","43615","0","0","0","0","0","0","10.128.0.129","00-50-56-A8-25-C7","ADBANCAT\LMIRON","Not Running"
"Protected","NIPRDPELOM_DMZ","NIPRDPELOM_DMZ.ADBancat.hn","CN=NIPRDPELOM_DMZ, CN=Computers, DC=ADBancat, DC=hn","","Offline","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","4/24/2019 12:26:37 AM","2.0.1530","BASA HN SERVERS PRD","4/24/2019 12:08:33 AM","30655","0","0","0","0","0","0","10.128.0.153","00-50-56-A8-B2-B8","TEMPLATE\INFADMIN","Not Running"
"Protected","NIPRDPELOM_DB","NIPRDPELOM_DB.ADBancat.hn","CN=NIPRDPELOM_DB, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Online","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","","2.0.1530","BASA HN SERVERS PRD","4/25/2019 9:48:13 PM","50259","0","0","0","0","0","0","10.128.14.10","00-50-56-A8-B5-11","NIPRDPELOM_DB\CONSULTOR","Not Running"
"Protected","HNPRDSWSQL","HNPRDSWSQL.ADBancat.hn","CN=HNPRDSWSQL, OU=Produccion, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Online","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","","2.0.1530","BASA HN SERVERS PRD","4/22/2019 3:21:45 PM","70246","0","0","0","0","0","0","10.128.0.147","00-50-56-A8-87-83","HNPRDSWSQL\ADMINISTRATOR","Not Running"
"Protected","VSRVEDPREPORTER","VSRVEDPREPORTER.ADBancat.hn","CN=VSRVEDPREPORTER, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","Online","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","","2.0.1530","BASA HN SERVERS PRD","5/6/2019 11:16:21 AM","32607","0","0","0","0","0","0","150.150.60.192","00-50-56-B0-0F-CB","VSRVEDPREPORTER\INFADMIN,VSRVEDPREPORTER\EDPADMIN","Not Running"
"Protected","VSRVEDPVPOS","VSRVEDPVPOS","","","Online","5-AQT MPT SCB","Microsoft® Windows Server® 2008 Enterprise, Service Pack 2","","2.0.1530","BASA HN SERVERS PRD","5/6/2019 11:22:25 AM","33708","0","0","0","0","0","0","150.150.60.122","00-50-56-9A-00-65","VSRVEDPVPOS\INFADMIN,VSRVEDPVPOS\EDPADMIN","Not Running"
"Protected","VSRVEDPAUT","VSRVEDPAUT","","","Online","5-AQT MPT SCB","Microsoft® Windows Server® 2008 Enterprise, Service Pack 2","","2.0.1530","BASA HN SERVERS PRD","5/6/2019 11:30:37 AM","33970","0","0","0","0","0","0","150.150.60.102","00-50-56-9A-00-8D","VSRVEDPAUT\INFADMIN,VSRVEDPAUT\EDPADMIN","Not Running"
"Protected","VSRVEDPCARD","VSRVEDPCARD","","","Online","5-AQT MPT SCB","Microsoft® Windows Server® 2008 Enterprise, Service Pack 2","","2.0.1530","BASA HN SERVERS PRD","5/6/2019 11:42:11 AM","36240","0","0","0","0","0","0","150.150.60.101","00-50-56-9A-00-8B","VSRVEDPCARD\EDPADMIN,VSRVEDPCARD\INFADMIN","Not Running"
"Protected","VSRV-TERM-MAST","VSRV-TERM-MAST","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","","2.0.1530","BASA HN SERVERS PRD","5/6/2019 12:08:28 PM","31602","0","0","1","0","0","0","150.150.60.47","00-50-56-B0-2A-27","VSRV-TERM-MAST\OPERADOR","Not Running"
"Protected","jtdb01","jtdb01","","","Online","5-AQT MPT SCB","Red Hat Enterprise Linux Server release 7.1 (Maipo)","","2.0.1530","BASA HN SERVERS PRD","5/6/2019 8:06:25 PM","10130","0","0","1","0","0","10","150.150.60.44","00-50-56-B0-78-B0","","Not Running"
"Protected","VSRVSQL3ROS","VSRVSQL3ROS","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Enterprise, Service Pack 1","","2.0.1530","BASA HN SERVERS PRD","5/8/2019 8:05:08 AM","40648","0","0","1","0","0","0","150.150.60.46","00-50-56-9A-00-5C","VSRVSQL3ROS\CARROYO,VSRVSQL3ROS\INFADMIN","Not Running"
"Protected","SQL-PCI","SQL-PCI","","","Online","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","","2.0.1530","BASA HN SERVERS PRD","5/8/2019 8:15:44 AM","37129","0","0","1","0","0","0","150.150.60.184","00-50-56-B0-02-6F","SQL-PCI\INFADMIN","Not Running"
