"Unsafe/Protected","Name","DNS Name","Distinguished Name","Member of","IP Addresses","MAC Addresses","Agent Version","Policy","OS Version","State","Zones","Offline Date","Added","Files Analyzed","Script Control","Unsafe","Quarantined","Waived","Abnormal","Exploit Attempts","Last Reported Users","Background Detection"
"Protected","IIS-BANCATLAN","iis-bancatlan","","","150.150.52.24","00-50-56-B0-6E-6E","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Offline","BASA HN SERVERS PRD","8/19/2019 5:52:46 PM","11/26/2018 10:26:58 PM","27061","0","0","0","0","0","1","IIS-BANCATLAN\ADMINISTRATOR","Not Running"
"Protected","SRV-ECMP-BRAVA","SRV-ECMP-BRAVA","","","150.150.70.80","00-50-56-B0-BB-08","2.0.1494","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Offline","BASA HN SERVERS SAP","2/27/2019 11:52:17 PM","11/26/2018 10:26:59 PM","28150","0","0","0","0","0","0","SRV-ECMP-BRAVA\INFADMIN","Not Running"
"Protected","IPS","IPS","","","150.150.61.14","00-50-56-9A-01-11","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Online","BASA HN SERVERS PRD","","11/26/2018 10:27:08 PM","27389","0","0","0","0","0","2","IPS\ADMINISTRATOR","Not Running"
"Protected","SRV-CREDSCOR","SRV-CREDSCOR","","","150.150.60.207","00-50-56-B0-6B-5A","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Online","BASA HN SERVERS PRD","","11/26/2018 10:27:09 PM","57824","0","0","1","0","0","33","SRV-CREDSCOR\INFADMIN","Not Running"
"Protected","MS-KMS","MS-KMS","","","192.168.223.5","00-50-56-9A-46-63","2.0.1494","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","Online","BASA HN SERVERS PRD","","11/26/2018 10:27:12 PM","39544","0","0","0","0","0","0","MS-KMS\INFADMIN","Not Running"
"Protected","SRV_AOLTRAN-7","SRV_AOLTRAN-7","","","150.150.60.189","00-50-56-B0-CE-76","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 Standard","Online","BASA HN SERVERS PRD","","11/26/2018 10:27:17 PM","53805","0","0","1","0","0","0","SRV_AOLTRAN-7\OPERADOR","Not Running"
"Protected","DOCUWARE","DOCUWARE.ADBancat.hn","CN=DOCUWARE, OU=Produccion, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","150.150.60.215","00-50-56-B0-15-31","2.0.1494","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","Online","BASA HN SERVERS PRD","","11/26/2018 10:27:18 PM","77415","0","0","0","0","0","0","ADBANCAT\DOCUSERVICES","Not Running"
"Protected","GRADA","GRADA.ADBancat.hn","CN=GRADA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","","192.168.142.67","00-50-56-B0-9D-A0","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Online","BASA HN SERVERS PRD","","11/26/2018 10:27:20 PM","26715","0","0","0","0","0","4","GRADA\INFADMIN","Not Running"
"Protected","AOL_DASHBOARD","AOL_Dashboard","","","10.128.0.87","00-50-56-B0-67-9F","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Offline","BASA HN SERVERS PRD","8/19/2019 5:53:29 PM","11/26/2018 10:27:21 PM","27939","0","0","0","0","0","16","AOL_DASHBOARD\INFADMIN","Not Running"
"Protected","SRVADSYNC","SRVADsync.ADBancat.hn","CN=SRVADSYNC, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","150.150.60.104","00-50-56-B0-CA-49","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Online","BASA HN SERVERS PRD","","11/26/2018 10:27:28 PM","49534","0","0","0","0","0","7","ADBANCAT\BANCAT,ADBANCAT\MARAMIREZ,ADBANCAT\IALONZO,ADBANCAT\MPADILLA","Not Running"
"Protected","SRV_RISK_A","SRV_Risk_A","","","150.150.60.82","00-50-56-B0-A4-F1","2.0.1494","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","Online","BASA HN SERVERS PRD","","11/26/2018 10:27:36 PM","38730","0","0","0","0","0","0","SRV_RISK_A\CARROYO,SRV_RISK_A\INFADMIN","Not Running"
"Protected","OFFICE365-0","OFFICE365-0","","","10.128.0.48","00-50-56-9A-0D-D8","2.0.1494","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","Online","BASA HN SERVERS PRD","","11/26/2018 10:27:39 PM","41156","0","0","1","0","0","0","OFFICE365-0\INFADMIN","Not Running"
"Protected","MWALLETD","mWalletD.ADBancat.hn","CN=MWALLETD, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","150.150.70.85","00-50-56-B0-E5-46","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Online","BASA HN SERVERS SAP","","11/26/2018 10:27:42 PM","32928","0","0","0","0","0","5","MWALLETD\ADMINISTRATOR","Not Running"
"Protected","OFFICE365-3","OFFICE365-3.ADBancat.hn","","","150.150.60.17","00-50-56-9A-0D-99","2.0.1494","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","Online","BASA HN SERVERS PRD","","11/26/2018 10:25:42 PM","30962","0","0","0","0","0","0","OFFICE365-3\INFADMIN","Not Running"
"Protected","OCB-TRANSCPRD","OCB-TRANSCPRD","","","150.150.60.167","00-50-56-B0-DC-82","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 Standard","Online","BASA HN SERVERS PRD","","11/26/2018 10:25:46 PM","69112","0","0","1","0","0","0","OCB-TRANSCPRD\OPERADOR","Not Running"
"Protected","SRVPOWERTECH","SRVPowerTech","","","10.128.0.26","00-50-56-B0-61-75","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Online","BASA HN SERVERS PRD","","11/26/2018 10:25:51 PM","26610","0","0","1","0","0","4","SRVPOWERTECH\INFADMIN","Not Running"
"Protected","VSRVACFDB","VSRVACFDB.ADBancat.hn","CN=VSRVACFDB, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","150.150.60.138","00-50-56-9A-00-AF","2.0.1494","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","Online","BASA HN SERVERS PRD","","11/26/2018 10:25:54 PM","31766","0","0","2","0","0","0","VSRVACFDB\INFADMIN","Not Running"
"Protected","SRV-ECMPCONTEN","SRV-ECMPCONTEN","","","150.150.70.82, 169.254.205.221","00-50-56-B0-C2-A5,02-00-4C-4F-4F-50","2.0.1494","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Offline","BASA HN SERVERS SAP","2/27/2019 11:52:48 PM","11/26/2018 10:26:01 PM","32773","0","0","0","0","0","0","SRV-ECMPCONTEN\OTEXT","Not Running"
"Protected","SVRCLEARINGMC","SVRClearingMC","","","150.150.60.103","C8-1F-66-17-0C-DD","2.0.1530","5-AQT MPT SCB","Microsoft Windows 7 Professional, Service Pack 1","Online","BASA HN SERVERS PRD","","11/26/2018 10:26:04 PM","86533","0","0","0","0","0","0","SVRCLEARINGMC\MASTERCARD","Not Running"
"Protected","SRVV-EIBS-WAS-T","SRVV-EIBS-WAS-T.ADBancat.hn","CN=SRVV-EIBS-WAS-T, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","150.150.60.29","00-50-56-B0-28-12","2.0.1494","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","Online","BASA HN SERVERS PRD","","11/26/2018 10:26:14 PM","32602","0","0","0","0","0","0","SRVV-EIBS-WAS-T\INFADMIN","Not Running"
"Protected","DIDODBPRD2012","DIDODBPRD2012","","","150.150.60.99","00-50-56-B0-D9-49","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Online","BASA HN SERVERS PRD","","11/26/2018 10:26:16 PM","42716","0","0","1","0","0","25","DIDODBPRD2012\OPERADOR","Not Running"
"Protected","VSRVSAPSIQDV","VSRVSAPSIQDV","","","150.150.70.62, 192.168.145.68","00-50-56-B0-87-C9","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","Online","BASA HN SERVERS SAP","","11/26/2018 10:26:21 PM","48603","0","0","1","0","0","0","VSRVSAPSIQDV\INFADMIN","Not Running"
"Protected","WEBSOPORTE","websoporte.ADBancat.hn","CN=WEBSOPORTE, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","150.150.60.33","00-50-56-B0-F5-9C","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Online","BASA HN SERVERS PRD","","11/26/2018 10:26:34 PM","32701","0","0","3","0","0","5","WEBSOPORTE\ADMINISTRATOR","Not Running"
"Protected","HNPRDIDRAC_APP","HNPRDIDRAC_APP.ADBancat.hn","CN=HNPRDIDRAC_APP, OU=Produccion, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","10.128.0.82, 10.128.255.10","00-50-56-B0-48-F1,00-50-56-B0-FA-F7","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Offline","BASA HN SERVERS PRD","8/19/2019 5:52:52 PM","11/26/2018 10:26:43 PM","32585","0","0","0","0","0","0","HNPRDIDRAC_APP\INFADMIN","Not Running"
"Protected","SAPPOCOREQAS","SAPPOCOREQAS.ADBancat.hn","CN=SAPPOCOREQAS, OU=QA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","150.150.70.112","00-50-56-B0-CE-2D","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Online","BASA HN SERVERS SAP","","11/26/2018 10:13:49 PM","31187","0","0","0","0","0","8","SAPPOCOREQAS\PCQADM,SAPPOCOREQAS\INFADMIN","Not Running"
"Protected","VSRV-ABAAPPTTP","VSRV-ABAAPPTTP.ADBancat.hn","CN=VSRV-ABAAPPTTP, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","","192.168.109.60","00-50-56-A8-0C-29","2.0.1494","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Offline","BASA HN SERVERS PRD","6/5/2019 1:57:02 PM","11/26/2018 10:16:24 PM","37155","0","0","0","0","0","0","VSRV-ABAAPPTTP\ADMINISTRATOR","Not Running"
"Protected","VSRV-ABATTMON","VSRV-ABATTMon.ADBancat.hn","CN=VSRV-ABATTMON, OU=Servidores  red 60 y otros, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","150.150.60.243","00-50-56-B0-12-5F","2.0.1494","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Offline","BASA HN SERVERS PRD","5/20/2019 8:35:20 PM","11/26/2018 10:17:06 PM","27764","0","0","0","0","0","0","VSRV-ABATTMON\ADMINISTRATOR","Not Running"
"Protected","VSRVEDPCLEARING","VSRVEDPClearing","","","150.150.60.23","00-50-56-B0-54-32","2.0.1494","5-AQT MPT SCB","Microsoft® Windows Server® 2008 Enterprise, Service Pack 2","Offline","BASA HN SERVERS PRD","11/28/2018 3:04:06 PM","11/26/2018 10:04:50 PM","982","0","0","0","0","0","0","VSRVEDPCLEARING\EDPADMIN","Not Running"
"Protected","SRV-ECMPARCHIV","SRV-ECMPARCHIV","","","150.150.70.78, 169.254.104.0","00-50-56-B0-30-17,02-00-4C-4F-4F-50","2.0.1494","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Offline","BASA HN SERVERS SAP","2/27/2019 11:54:36 PM","11/26/2018 10:06:07 PM","48404","0","0","0","0","0","0","SRV-ECMPARCHIV\OTEXT","Not Running"
"Protected","ECMDBLAZONDV","ECMDBLAZONDV","","","150.150.70.74","00-50-56-9A-54-1E","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 Standard","Online","BASA HN SERVERS SAP","","11/26/2018 10:06:12 PM","71022","0","0","0","0","0","0","ECMDBLAZONDV\INFADMIN","Not Running"
"Protected","QFLOW-WEB02","Qflow-web02.ADBancat.hn","CN=QFLOW-WEB02, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","","10.128.0.54","00-50-56-B0-E4-11","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Online","BASA HN SERVERS PRD","","11/26/2018 10:23:53 PM","31479","0","0","1","0","0","3","QFLOW-WEB02\INFADMIN","Not Running"
"Protected","VSRV-ABATMSTTP","VSRV-ABATMSTTP.ADBancat.hn","CN=VSRV-ABATMSTTP, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","","192.168.109.61","00-50-56-A8-FF-C5","2.0.1494","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Offline","BASA HN SERVERS PRD","6/5/2019 1:57:38 PM","11/26/2018 10:24:06 PM","27806","0","0","0","0","0","0","VSRV-ABATMSTTP\ADMINISTRATOR","Not Running"
"Protected","SVR-DIDOAPP","SVR-DIDOAPP","","","150.150.60.42","00-50-56-B0-7C-0E","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Online","BASA HN SERVERS PRD","","11/26/2018 10:24:12 PM","48131","0","0","1","0","0","25","SVR-DIDOAPP\OPERADOR","Not Running"
"Protected","SC-BO-PRD","SC-BO-PRD","","","10.128.0.111","00-50-56-B0-B5-28","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Offline","BASA HN SERVERS PRD","8/19/2019 5:53:06 PM","11/26/2018 10:24:13 PM","26237","0","0","0","0","0","1","SC-BO-PRD\INFADMIN","Not Running"
"Protected","SRV-QFLOWREP","SRV-QFLOWREP.ADBancat.hn","CN=SRV-QFLOWREP, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","10.128.0.71","00-50-56-B0-44-94","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 Standard","Online","BASA HN SERVERS PRD","","11/26/2018 10:24:23 PM","62186","0","0","1","0","0","0","SRV-QFLOWREP\INFADMIN","Not Running"
"Protected","VSRV-CEMP-WEBS","VSRV-CEMP-WEBS","","","150.150.60.20","00-50-56-B0-A7-53","2.0.1494","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","Offline","BASA HN SERVERS PRD","8/19/2019 5:53:34 PM","11/26/2018 10:24:24 PM","39822","0","0","1","0","0","0","VSRV-CEMP-WEBS\OPERADOR","Not Running"
"Protected","QFLOW-WEB03","Qflow-web03.ADBancat.hn","CN=QFLOW-WEB03, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","","10.128.0.55","00-50-56-B0-9C-61","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Online","BASA HN SERVERS PRD","","11/26/2018 10:24:29 PM","31205","0","0","1","0","0","5","QFLOW-WEB03\INFADMIN","Not Running"
"Protected","BACKUP-VERSIONE","Backup-Versiones","","","10.128.0.88","00-50-56-B0-0A-B7","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Offline","BASA HN SERVERS PRD","6/24/2019 5:33:06 PM","11/26/2018 10:24:33 PM","25627","0","0","0","0","0","1","BACKUP-VERSIONE\INFADMIN","Not Running"
"Protected","SW-NTA-DA","SW-NTA-DA","","","150.150.60.152","00-50-56-A8-6F-65","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 Standard","Online","BASA HN SERVERS PRD","","11/26/2018 10:24:33 PM","30852","0","0","0","0","0","0","SW-NTA-DA\ADMINISTRATOR","Not Running"
"Protected","VCERTAUTHORITY","VCERTAUTHORITY.ADBancat.hn","CN=VCERTAUTHORITY, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","","10.128.0.31","00-50-56-B0-31-05","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Online","BASA HN SERVERS PRD","","11/26/2018 10:24:46 PM","43282","0","0","0","0","0","1","ADBANCAT\BANCAT,VCERTAUTHORITY\INFADMIN","Not Running"
"Protected","SRV-ECMP-ADMIN","SRV-ECMP-ADMIN","","","150.150.70.81, 169.254.56.6","00-50-56-B0-76-73,02-00-4C-4F-4F-50","2.0.1494","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Offline","BASA HN SERVERS SAP","2/27/2019 11:52:34 PM","11/26/2018 10:24:48 PM","32386","0","0","0","0","0","0","SRV-ECMP-ADMIN\OTEXT","Not Running"
"Protected","VSRV-NEWINTRU2","VSRV-NEWINTRU2","","","150.150.60.159","00-50-56-9A-00-67","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","Online","BASA HN SERVERS PRD","","11/26/2018 10:24:57 PM","37607","0","0","1","0","0","0","VSRV-NEWINTRU2\INFADMIN","Not Running"
"Protected","ICS","ICS","","","10.128.0.94","00-50-56-B0-D9-7A","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","Offline","BASA HN SERVERS PRD","8/19/2019 5:52:41 PM","11/26/2018 10:24:57 PM","60135","0","0","1","0","0","0","ICS\ICSUSER","Not Running"
"Protected","TESTDEMTOKENS","testdemtokens.ADBancat.hn","CN=TESTDEMTOKENS, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","150.150.60.180","00-50-56-9A-00-5E","2.0.1494","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","Online","BASA HN SERVERS PRD","","11/26/2018 10:25:10 PM","34663","0","0","0","0","0","0","TESTDEMTOKENS\INFADMIN","Not Running"
"Protected","WWWBANCATLANHN","wwwbancatlanhn","","","150.150.52.18","00-50-56-B0-85-EB","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Online","BASA HN SERVERS PRD","","11/26/2018 10:25:26 PM","56537","0","0","0","0","0","4","WWWBANCATLANHN\ADMINISTRATOR","Not Running"
"Protected","SKMS","SKMS.ADBancat.hn","CN=SKMS, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","10.128.0.46","00-50-56-B0-76-FC","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Offline","BASA HN SERVERS PRD","8/7/2019 8:50:20 PM","11/26/2018 10:25:33 PM","32114","0","0","0","0","0","12","SKMS\INFADMIN","Not Running"
"Protected","VSRVTRNSSQLTST","vsrvtrnssqltst","","","150.150.60.72","00-50-56-9A-00-64","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","Offline","BASA HN SERVERS PRD","6/19/2019 3:24:13 AM","11/26/2018 9:49:09 PM","32096","0","0","1","0","0","0","VSRVTRNSSQLTST\INFADMIN","Not Running"
"Protected","SRV-TSATM-CONT","SRV-TSATM-CONT","","","10.96.30.102, 150.150.60.71","00-1E-4F-2F-B7-27,00-1E-4F-2F-B7-2B","2.0.1494","5-AQT MPT SCB","Microsoft® Windows Server® 2008 Enterprise, Service Pack 2","Online","BASA HN SERVERS PRD","","11/26/2018 9:49:46 PM","24589","0","0","1","0","0","0","SRV-TSATM-CONT\OPERADOR","Not Running"
"Protected","ECMDBRAVA","ECMDBRAVA","","","150.150.70.73","00-50-56-9A-1B-5A","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Online","BASA HN SERVERS SAP","","11/26/2018 9:52:25 PM","41039","0","0","1","0","0","24","ECMDBRAVA\INFADMIN","Not Running"
"Protected","TRANS-KIOSATL","TRANS-KIOSATL","","","150.150.60.247","00-50-56-A8-1A-B9","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Online","BASA HN SERVERS PRD","","11/26/2018 9:52:54 PM","41604","0","0","1","0","0","16","TRANS-KIOSATL\INFADMIN","Not Running"
"Protected","NEWFICOABABK","newFicoAbaBK","","","10.96.30.103, 150.150.60.74","00-19-B9-B8-DE-12,00-19-B9-B8-DE-14","2.0.1494","5-AQT MPT SCB","Microsoft® Windows Server® 2008 Standard, Service Pack 2","Online","BASA HN SERVERS PRD","","11/26/2018 9:56:16 PM","24988","0","0","0","0","0","0","NEWFICOABABK\OPERADOR","Not Running"
"Protected","VSRVEDPCOMMUNIC","VSRVEDPCommunic","","","150.150.60.73","00-50-56-9A-00-27","2.0.1530","5-AQT MPT SCB","Microsoft® Windows Server® 2008 Enterprise, Service Pack 2","Offline","BASA HN SERVERS PRD","6/19/2019 4:02:21 AM","11/26/2018 9:56:27 PM","32776","0","0","0","0","0","0","VSRVEDPCOMMUNIC\EDPADMIN,VSRVEDPCOMMUNIC\INFADMIN","Not Running"
"Protected","PROTOCOLOCONCIL","ProtocoloConciliacionesDARA","","","10.128.0.136","00-50-56-A8-14-50","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2016 Standard","Online","BASA HN SERVERS PRD","","11/26/2018 10:01:49 PM","54062","0","0","0","0","0","0","PROTOCOLOCONCIL\INFADMIN","Not Running"
"Protected","SVRPAYEXPROD","SVRPayExProd","","","10.128.0.148","00-50-56-B0-70-FC","2.0.1494","5-AQT MPT SCB","Microsoft Windows Server 2012 Standard","Offline","BASA HN SERVERS PRD","6/11/2019 7:58:53 PM","11/26/2018 9:30:36 PM","41138","0","0","1","0","0","0","SVRPAYEXPROD\INFADMIN","Not Running"
"Protected","ECMDDB","ECMDDB","","","150.150.70.114","00-50-56-B0-18-DB","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Online","BASA HN SERVERS SAP","","11/26/2018 9:32:53 PM","54796","0","0","0","0","0","28","ECMDDB\INFADMIN","Not Running"
"Protected","SAPPOCOREDEV","SAPPOCOREDEV.ADBancat.hn","CN=SAPPOCOREDEV, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","150.150.70.103","00-50-56-B0-3F-F6","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Online","BASA HN SERVERS SAP","","11/26/2018 9:38:43 PM","42807","0","0","0","0","0","9","SAPPOCOREDEV\PCDADM,SAPPOCOREDEV\INFADMIN","Not Running"
"Protected","ADTGUS01","ADTGUS01.ADBancat.hn","CN=ADTGUS01, OU=Domain Controllers, DC=ADBancat, DC=hn","Domain Controllers, Pre-Windows 2000 Compatible Access, Distributed COM Users, Cert Publishers, Agencias_sucursaCS","150.150.60.209","C8-1F-66-C6-DE-B1","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Online","BASA HN SERVERS PRD","","11/26/2018 9:39:05 PM","42633","0","0","0","0","0","2","ADBANCAT\CFARACH,ADBANCAT\EMONTOYA.ADMIN,ADBANCAT\LMIRON.ADMIN","Not Running"
"Protected","ACTEVENTCONSULT","ActEventConsult","","","192.168.108.85","00-50-56-9A-24-CC","2.0.1494","5-AQT MPT SCB","Microsoft Windows Server 2008 R2 Standard, Service Pack 1","Offline","BASA HN SERVERS PRD","11/26/2018 10:04:30 PM","11/26/2018 9:39:07 PM","181","0","0","0","0","0","0","","Not Running"
"Protected","SRV_AOLTRAN-1","SRV_AOLTRAN-1","","","150.150.60.227","00-50-56-A8-BF-9F","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 Standard","Online","BASA HN SERVERS PRD","","11/26/2018 9:39:09 PM","52698","0","0","1","0","0","0","SRV_AOLTRAN-1\OPERADOR","Not Running"
"Protected","SRV-IDENTITYGUA","SRV-IDENTITYGUARD","","","150.150.60.53","00-50-56-A8-62-11","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Online","BASA HN SERVERS PRD","","11/26/2018 9:40:04 PM","41782","0","0","0","0","0","1","SRV-IDENTITYGUA\INFADMIN","Not Running"
"Protected","SRV-ICC-MIC","SRV-ICC-MIC","","","10.128.0.21","00-50-56-B0-DF-87","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 Standard","Online","BASA HN SERVERS PRD","","11/16/2018 6:19:35 PM","47706","0","0","1","0","0","0","SRV-ICC-MIC\OPERADOR","Not Running"
"Protected","OPINCOMINGBD","OPIncomingBD","","","10.128.2.100","00-50-56-B0-99-67","2.0.1510","5-AQT MPT SCB","Microsoft® Windows Server® 2008 Enterprise, Service Pack 2","Offline","BASA HN SERVERS QAS","2/1/2019 12:10:47 AM","11/16/2018 6:29:30 PM","173","0","0","0","0","0","0","OPINCOMINGBD\EVERTEC,OPINCOMINGBD\INFADMIN","Not Running"
"Protected","MONANALISIS1QAS","MonAnalisis1QAS.ADBancat.hn","CN=MONANALISIS1QAS, OU=QA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","10.128.2.63","00-50-56-82-93-60","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Online","BASA HN SERVERS QAS","","11/16/2018 6:29:41 PM","38480","0","0","0","0","0","4","ADBANCAT\MONITOR","Not Running"
"Protected","MONANALISIS2QAS","MonAnalisis2QAS.ADBancat.hn","CN=MONANALISIS2QAS, OU=QA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","10.128.2.64","00-50-56-82-EA-9E","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Online","BASA HN SERVERS QAS","","11/16/2018 6:29:46 PM","38412","0","0","0","0","0","48","ADBANCAT\MONITOR","Not Running"
"Protected","MONSIMULADORQAS","MonSimuladorQAS.ADBancat.hn","CN=MONSIMULADORQAS, OU=QA, OU=HONDURAS, OU=SERVIDORES, OU=Computadores, DC=ADBancat, DC=hn","Domain Computers","10.128.2.66","00-50-56-82-56-FA","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Online","BASA HN SERVERS QAS","","11/16/2018 6:30:31 PM","46897","0","0","0","0","0","3","","Not Running"
"Protected","APLICACIONESVAR","AplicacionesVariasQA.ADBancat.hn","","","192.168.109.36","00-50-56-B0-16-39","2.0.1530","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Online","BASA HN SERVERS PRD","","11/16/2018 6:41:48 PM","37694","0","0","1","0","0","4","APLICACIONESVAR\INFADMIN,APLICACIONESVAR\SAP","Not Running"
"Protected","OCBPRDDB","OCBPRDDB","","","10.128.10.11","00-50-56-B0-41-B1","2.0.1494","5-AQT MPT SCB","Microsoft Windows Server 2012 R2 Standard","Online","BASA HN SERVERS PRD","","11/16/2018 6:45:36 PM","30733","0","0","0","0","0","5","OCBPRDDB\OCBADM","Not Running"
"Protected","AMDC","AMDC","","","10.128.0.79","00-50-56-B0-E6-ED","2.0.1530","5-AQT MPT SCB","Microsoft® Windows Server® 2008 Standard, Service Pack 2","Offline","BASA HN SERVERS PRD","6/19/2019 4:02:31 AM","11/16/2018 6:46:03 PM","33920","0","0","0","0","0","0","AMDC\INFADMIN","Not Running"
